RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
  067726       0       4                                                        
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      80       1                                                                
Inst User L.C.   Date     Time                                                  
D10 GordonGJMc06-Nov-00 15:57:02                                                
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      80       1                                                                
Title                                                                   Scantype
metatorbernite #5                                                       omega   
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
      31       4                                                                
   nvers   ntype   kctrl   manip   nbang   nkmes  npdone   jcode   ipara   ianal
   imode    itgv  iregul   ivolt    naxe npstart  ilast1     isa  flgkif      ih
      ik   nbsqs (spare)  nbdata icdesc1 icdesc2 icdesc3 icdesc4 icdesc5 icdesc6
 icdesc7                                                                        
       0       1       0       0       0       0       0       1       0       0
       0       0       1       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       1       0       0       0       0       0       0       2
       0       0       0       1       0       0       0       0       0       0
       0       0       1       0       0       1       0       2       0       0
       0       0       0       1       1       0       0       1       0       0
       0       0       1       1       0       0       0       0       1       0
       0       0       0       0       0       0       0       0       0       1
       0       0       0       0       0       1       0       0       0       0
       0       0       0       0       0       0       1       0       0       0
       0       1       0       0       0       0       0       0       1       1
       0       0       0       0       0       1       0       0       1       0
       0       0       0       0       0       0       0       1       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       0       0       0       0
       0       1       2       0       0       0       0       0       0       0
       0       0       1       2       0       0       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       0       0       0       0       0       0       1       0       0
       0       0       0       0       0       2       0       1       0       0
       0       0       0       0       0       0       0       0       0       0
       0       1       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       2
       0       1       0       0       0       0       0       1       0       0
       0       0       0       0       1       1       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       1       0       0       0       0       0       0       0
       1       0       0       0       1       0       0       0       0       1
       0       1       0       0       0       0       1       0       1       0
       0       0       0       0       1       0       0       1       0       0
       0       0       0       0       1       0       1       0       0       0
       0       2       2       0       0       1       0       0       0       0
       0       0       1       0       0       0       1       0       0       0
       1       0       0       0       0       0       0       0       0       1
       0       0       0       1       0       0       0       0       0       0
       0       0       0       2       0       0       0       0       1       0
       0       0       1       0       0       0       0       0       0       0
       0       0       0       0       1       0       0       0       1       0
       0       0       0       0       0       1       1       0       0       0
       0       0       0       0       0       0       0       0       0       0
       1       0       0       0       1       1       0       0       0       0
       1       1       0       0       1       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       1       0       0       1       0       0       2
       0       0       0       1       1       0       0       0       0       2
       0       0       0       1       0       0       1       0       0       0
       0       0       0       0       0       0       1       1       0       0
       1       0       1       0       0       0       0       0       0       0
       0       0       1       0       0       0       0       2       0       0
       0       0       1       0       0       0       0       0       1       0
       0       1       0       0       2       1       0       1       1       1
       0       0       3       1       0       0       0       2       0       0
       0       0       0       0       0       0       1       1       0       0
       0       1       1       0       2       0       0       0       0       0
       1       3       0       1                                                
SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
       9      21      30   67726       0       1                                
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
       4       1                                                                
            time         monitor       Total Cou     angles*1000                
  0.57180000E+04  0.10000000E+05  0.26600000E+03  0.55990996E+05                
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
    1024                                                                        
       0       0       0       0       1       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       0       1       0       0
       0       1       0       0       1       0       0       1       0       0
       0       0       0       1       0       0       0       0       0       0
       0       0       0       0       0       0       0       1       1       0
       1       0       0       0       0       1       0       0       0       0
       1       1       0       0       1       1       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       1       2       0       0       3       0       0       0
       1       1       1       1       0       1       0       0       1       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       0       2       1       1
       0       1       1       1       1       0       1       0       0       0
       1       1       0       0       1       1       1       0       0       0
       0       0       1       2       0       0       2       2       2       0
       2       2       0       2       1       0       1       0       1       1
       0       0       0       0       0       0       0       1       0       0
       0       0       0       0       0       0       0       0       1       0
       0       0       1       1       2       1       2       0       1       0
       1       2       0       0       0       0       1       0       0       0
       0       0       0       0       0       0       0       0       0       2
       0       0       0       2       0       1       0       2       0       1
       0       0       1       1       1       2       0       0       0       1
       0       0       1       0       0       0       0       0       0       2
       0       0       1       0       2       0       0       1       1       2
       2       1       0       0       0       0       0       0       0       1
       1       0       0       0       1       0       0       0       0       0
       2       0       0       0       1       0       1       2       0       0
       1       0       0       2       0       1       0       0       0       1
       0       0       0       0       0       0       0       0       0       0
       0       0       1       0       0       0       0       0       1       2
       0       0       0       0       0       0       0       0       0       1
       0       0       0       0       0       0       1       1       0       0
       0       0       0       0       0       1       0       0       1       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       1       1       0       0       0
       1       0       0       0       0       0       0       0       0       0
       2       1       0       1       0       0       0       1       0       2
       0       0       0       0       0       0       0       0       0       1
       0       0       0       0       0       0       0       2       0       0
       0       0       0       0       0       0       2       0       1       0
       1       1       0       2       0       1       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       1       0       0       0       0       0       0       1       1
       0       0       0       0       0       0       0       0       1       0
       0       0       1       0       0       0       0       0       0       0
       0       0       3       2       0       0       0       0       0       0
       0       0       1       1       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       1       1       1       0       0       0       0       0       1       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       1       0       0       0
       0       0       1       0       0       1       0       0       1       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       2       0       0       0       1
       1       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       1       0       0       0       1       0       1       0       0       1
       0       0       1       0       1       0       0       0       0       0
       0       0       2       0       0       1       0       0       0       0
       0       1       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       3       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       1       1       0       0
       1       0       0       0       0       0       0       0       0       0
       1       0       0       0       0       0       0       0       2       1
       0       0       0       0       0       0       0       0       0       0
       1       0       0       1       0       0       0       0       0       0
       0       0       0       1       0       0       0       0       0       1
       0       0       0       0       0       0       0       0       0       1
       0       0       0       0       0       0       0       0       1       0
       0       0       1       1       1       0       1       0       0       0
       0       1       0       1       0       0       0       0       0       0
       0       0       0       0       1       1       1       0       0       0
       0       0       0       1       0       0       1       1       0       0
       0       0       1       0       0       1       0       0       0       0
       0       0       0       0       0       1       3       0       0       0
       0       1       1       0       0       0       0       0       0       1
       0       0       0       1       0       0       0       0       0       0
       0       0       1       0       0       0       0       1       0       0
       0       0       0       0       0       0       0       0       1       0
       0       0       0       1       2       0       0       1       0       1
       0       0       0       0       0       0       1       0       0       0
       1       0       2       0       0       1       0       0       0       0
       0       0       1       0       0       0       0       0       0       0
       0       2       0       0       0       0       0       0       1       0
       1       0       1       1       0       1       0       0       0       1
       0       0       1       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       1       0       0       0       0       0       0       0       0
       1       0       1       0       0       0       0       1       0       0
       0       0       0       0       0       0       0       0       0       1
       0       0       0       0       2       0       0       0       0       0
       0       2       0       0       1       0       1       0       0       0
       0       0       2       1       1       0       0       0       1       0
       1       0       0       0       0       0       0       0       0       0
       0       0       0       1       1       1       0       0       1       0
       1       1       0       0                                                
SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
      10      20      30   67726       0       1                                
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
       4       1                                                                
            time         monitor       Total Cou     angles*1000                
  0.57380000E+04  0.10000000E+05  0.31400000E+03  0.56457000E+05                
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
    1024                                                                        
       0       0       0       0       0       0       0       0       0       2
       0       0       0       0       0       0       1       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       1       1       0       0       1       0       1       0
       0       0       0       0       0       1       0       0       0       0
       0       1       0       0       0       0       0       0       2       0
       1       0       1       0       0       0       0       0       2       0
       0       1       1       1       0       0       0       1       0       0
       0       0       0       1       0       0       1       0       0       0
       2       1       0       0       0       0       1       1       0       0
       0       2       0       1       0       1       4       2       0       1
       1       1       2       1       0       1       1       0       2       0
       0       0       0       1       0       0       0       0       0       0
       0       0       0       0       1       3       0       0       0       1
       0       1       2       2       1       2       0       1       0       1
       0       2       0       0       0       2       0       0       0       0
       0       0       0       0       4       1       1       4       0       0
       1       1       0       1       0       2       2       2       0       0
       1       1       0       0       0       0       2       1       0       1
       0       0       0       0       2       0       1       1       0       0
       3       2       2       3       3       2       3       4       0       0
       1       1       0       1       1       0       0       0       1       0
       0       0       0       0       0       0       1       0       0       0
       0       1       0       3       2       1       0       3       3       1
       0       1       0       3       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       1       1
       1       0       0       0       0       0       0       1       0       1
       0       0       2       1       1       0       0       0       0       0
       0       0       0       2       0       1       0       0       0       0
       1       2       2       1       1       0       0       0       0       0
       0       1       0       2       2       0       1       0       0       0
       0       0       0       1       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       1       0
       1       0       0       0       0       1       0       0       0       1
       0       0       0       0       0       0       2       0       0       0
       0       0       0       0       0       0       0       0       0       1
       0       1       0       1       0       0       0       0       0       0
       0       0       0       1       0       0       0       2       0       0
       0       0       0       0       0       0       0       0       0       1
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       1       0       0
       0       0       0       0       0       0       0       0       1       0
       0       0       1       0       0       0       0       1       0       0
       1       1       0       0       0       0       0       0       1       0
       1       0       2       1       0       0       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       0       0       1       1       0       0       1       0       0
       0       0       0       2       1       0       0       0       0       0
       0       1       0       0       0       0       0       0       0       1
       0       0       0       0       0       0       0       0       1       0
       0       0       0       2       0       0       0       0       0       0
       0       0       0       0       1       1       0       0       0       0
       1       0       0       0       0       0       1       1       2       0
       0       0       0       0       0       1       0       1       1       1
       0       0       0       0       0       0       0       0       0       0
       0       1       0       0       0       0       1       0       0       0
       0       0       0       0       1       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       1       1       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       1       0       0       0       0       0       0
       1       0       1       0       0       0       0       0       0       0
       0       1       0       0       0       1       1       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       1       0       1       0       1       0       0       0
       0       1       0       0       0       0       0       0       0       0
       0       0       0       1       1       0       1       1       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       2       0       0       0       0
       1       0       0       0       0       0       0       0       0       1
       0       0       0       0       0       0       1       0       0       0
       1       0       0       0       0       0       1       1       0       0
       0       0       0       0       2       0       0       0       0       0
       0       1       0       0       0       0       0       1       0       1
       1       1       0       0       0       2       0       0       0       0
       0       0       0       1       0       0       1       0       1       0
       0       0       2       0       0       0       1       0       0       0
       0       1       0       1       0       1       0       0       0       0
       1       0       1       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       0       0       0       0       1       0       3       0       0
       0       0       0       1       0       0       1       0       0       1
       0       1       0       0       0       0       0       0       1       0
       0       1       0       0       0       1       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       0       0       0       0       1       0       2       0       0
       1       0       0       0       1       0       0       1       0       0
       1       0       1       0       0       0       0       0       0       0
       0       0       1       1       0       0       0       0       1       0
       0       0       0       0       1       0       0       0       0       0
       0       0       1       0       0       0       0       0       1       1
       1       0       0       0       0       0       0       0       2       0
       0       0       0       0       0       1       0       0       0       0
       0       1       0       0       0       0       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       0       0       0       0       1       1       0       1       0
       0       0       0       0       0       0       0       0       1       0
       0       0       2       1       1       0       0       0       0       0
       1       1       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       0       2       2       0
       1       0       1       1                                                
SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
      11      19      30   67726       0       1                                
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
       4       1                                                                
            time         monitor       Total Cou     angles*1000                
  0.56800000E+04  0.10000000E+05  0.33300000E+03  0.56920000E+05                
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
    1024                                                                        
       0       0       0       1       0       1       0       1       0       0
       0       0       0       0       0       0       1       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       1
       0       1       0       0       0       1       1       0       1       1
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       1       1       0       0       0
       0       0       1       1       0       1       1       2       2       1
       0       0       0       0       0       0       0       0       0       0
       0       0       1       0       0       0       0       0       0       0
       1       0       1       1       0       1       2       2       3       2
       5       0       0       1       0       2       1       0       0       1
       0       0       1       0       0       0       0       0       0       0
       0       1       0       2       1       1       1       0       1       1
       0       1       1       1       2       1       2       0       1       0
       0       0       1       0       0       0       0       0       0       0
       0       0       0       1       2       0       0       0       0       1
       4       0       3       4       3       1       5       0       0       0
       0       1       0       0       0       1       1       1       0       0
       0       0       0       0       0       0       0       1       3       1
       3       3       2       4       2       4       1       1       2       1
       1       3       1       0       0       1       0       0       1       0
       1       0       0       0       0       0       1       1       0       0
       0       1       3       3       3       0       2       3       0       1
       1       1       0       0       0       2       0       0       0       0
       0       0       0       0       0       0       0       0       1       0
       0       0       0       0       1       1       0       4       2       0
       1       3       1       0       0       2       1       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       1       0       2       0       2       0       1       0       1
       2       0       1       1       2       0       0       0       1       0
       0       0       0       0       0       2       0       1       0       0
       0       0       0       0       1       0       0       0       0       1
       0       0       2       0       0       0       0       0       0       1
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       1       0       1       0       0       0       0       0       0       0
       0       0       0       0       1       0       0       0       0       2
       0       0       0       0       0       0       1       0       0       0
       1       0       1       0       0       1       0       0       1       0
       0       0       0       0       0       1       0       0       2       0
       0       0       0       0       0       0       0       0       1       1
       0       0       1       0       0       0       0       0       0       0
       0       0       1       0       0       0       0       2       0       0
       1       0       0       2       0       0       0       0       0       0
       1       0       0       1       1       2       0       0       1       0
       0       0       0       1       1       0       0       0       0       0
       1       0       0       0       0       1       0       0       0       0
       0       0       0       0       0       0       1       0       0       0
       1       0       0       1       0       0       0       0       0       1
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       1       0       0       0
       0       1       1       1       0       0       0       1       0       0
       0       0       0       1       0       0       0       0       0       0
       0       0       0       0       0       0       1       2       0       0
       0       0       0       1       0       1       1       1       0       0
       0       0       0       0       0       0       2       0       0       1
       0       0       0       0       0       0       0       1       0       2
       1       1       0       1       1       0       0       0       0       0
       0       1       0       0       0       0       0       1       1       0
       0       0       1       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       1       0       0       1       1       0       0       2       0       0
       0       0       1       0       0       0       0       0       0       0
       0       0       0       1       0       0       0       0       0       0
       0       0       0       0       0       0       1       0       0       0
       0       0       0       0       0       0       0       0       0       1
       0       0       0       0       2       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       1       1       1       0       0
       0       0       0       0       0       0       2       0       0       0
       0       0       0       0       0       0       0       0       0       1
       0       0       0       0       0       0       0       1       0       0
       0       0       0       0       0       0       1       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       1       0       0       0       0       0       0       1
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       2       0       0       0       0
       0       1       1       0       0       0       1       0       0       0
       0       0       1       1       0       0       0       1       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       1       0       0       1       1
       0       0       1       0       0       0       0       0       0       0
       0       1       0       0       0       1       0       0       0       0
       2       0       0       0       0       0       0       0       0       0
       0       0       1       1       0       0       0       0       0       2
       0       0       0       1       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       2       1       0       0       0       0
       0       0       0       1       0       0       0       0       0       0
       0       0       0       0       0       1       1       0       0       0
       0       0       0       0       0       0       0       0       0       0
       1       0       1       0       1       0       0       0       0       0
       0       0       0       0       0       1       1       0       0       0
       0       0       0       0       1       0       0       1       0       0
       0       0       0       0       1       0       0       0       1       0
       1       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       2       0       0       0       0
       0       0       1       2       1       1       1       1       1       2
       0       0       1       0       2       0       1       1       0       1
       2       0       0       1                                                
SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
      12      18      30   67726       0       1                                
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
       4       1                                                                
            time         monitor       Total Cou     angles*1000                
  0.56920000E+04  0.10000000E+05  0.36000000E+03  0.57384996E+05                
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
    1024                                                                        
       0       0       0       0       0       0       0       0       0       0
       0       0       0       1       0       0       0       0       0       0
       0       0       0       0       0       0       1       0       1       0
       0       0       0       0       0       0       0       0       0       0
       1       0       0       0       1       1       0       0       0       0
       0       0       0       0       0       0       0       0       1       0
       0       0       0       0       0       0       0       0       1       0
       1       1       1       2       0       1       3       1       0       0
       1       0       0       1       0       0       0       0       0       0
       2       1       0       1       0       0       0       0       0       0
       0       0       0       1       0       2       1       0       2       2
       1       3       0       0       0       1       0       0       0       0
       0       0       0       0       1       0       0       0       0       1
       1       1       0       0       0       3       1       1       2       3
       3       2       4       1       4       1       1       0       0       1
       0       0       1       1       0       1       0       0       0       0
       0       0       2       0       0       0       0       0       4       1
       4       3       1       2       0       1       2       1       0       0
       0       0       0       0       0       1       1       1       0       0
       0       0       0       0       0       1       0       0       0       1
       3       1       2       5       2       2       2       3       1       3
       0       0       0       1       0       0       0       0       0       1
       0       0       0       0       0       0       0       1       0       1
       0       3       3       4       4       0       2       2       1       2
       0       2       0       0       0       0       1       0       0       1
       1       1       2       0       0       0       0       0       0       0
       1       0       0       0       0       1       1       1       1       2
       0       2       1       0       1       0       0       0       1       0
       0       1       0       0       0       0       0       0       0       0
       0       0       1       0       1       0       0       3       0       0
       0       0       0       0       2       0       1       0       0       0
       1       0       0       0       2       0       0       0       0       0
       0       0       1       2       0       0       0       0       1       2
       1       1       0       0       0       0       1       0       1       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       2       1       0       0       1       0       0       0       0       1
       0       0       0       0       1       0       0       1       0       0
       0       0       0       0       0       0       0       2       2       0
       0       0       0       1       0       0       0       1       1       0
       0       1       1       0       0       0       2       1       0       0
       1       2       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       0       0       2       1
       0       0       0       0       1       0       0       0       0       0
       2       0       2       0       0       0       0       0       0       0
       2       2       0       0       2       0       1       1       0       0
       1       1       0       0       0       0       0       0       0       0
       1       0       0       0       0       0       0       0       0       0
       0       0       1       1       0       0       0       1       0       0
       0       0       1       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       1       0       0       1
       0       0       0       0       0       1       0       0       0       0
       0       0       0       0       0       0       0       1       1       0
       1       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       0       0       1       0
       2       0       1       0       0       0       0       0       1       0
       0       0       0       0       0       0       0       0       0       2
       0       0       0       0       0       0       0       0       0       1
       1       0       0       0       1       0       0       0       0       0
       0       1       0       1       0       0       0       0       0       0
       0       1       0       0       0       0       1       0       1       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       2       1       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       2       0       0       0
       0       0       0       0       1       0       1       0       0       0
       0       0       0       0       0       0       0       0       1       0
       0       0       1       0       0       0       0       0       1       1
       0       0       0       2       0       0       0       0       1       1
       0       0       0       0       0       0       1       1       0       0
       0       2       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       1       1       0       0       0       0       0       1       0
       0       0       0       0       1       0       0       0       0       1
       0       0       0       0       0       1       0       0       0       0
       0       0       1       0       0       0       0       0       0       0
       1       1       2       0       0       0       1       0       0       0
       1       0       0       0       0       0       0       0       0       0
       1       0       0       0       0       0       1       0       0       0
       0       2       0       0       0       0       1       0       0       1
       1       0       0       0       1       1       1       0       0       0
       0       1       0       0       0       0       0       0       0       0
       0       0       0       0       2       0       0       1       0       1
       2       0       0       0       0       0       0       1       1       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       1       0       0       0       0       0       0
       0       0       0       1       0       0       0       1       0       0
       0       1       0       0       0       0       0       2       1       1
       0       0       0       0       1       0       0       0       1       1
       0       0       0       1       0       0       0       1       0       0
       1       0       0       0       0       0       0       0       0       1
       0       1       1       0       0       0       0       0       0       0
       0       1       1       0       0       0       1       0       0       1
       1       0       1       0       1       0       1       1       0       0
       0       0       1       1       0       0       0       0       0       0
       0       2       0       0       0       1       0       0       0       0
       0       1       0       0       0       0       0       1       2       0
       0       0       2       0       1       1       1       0       1       0
       0       0       1       0       0       2       0       0       0       0
       0       0       1       0       0       0       0       0       0       1
       2       2       1       0                                                
SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
      13      17      30   67726       0       1                                
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
       4       1                                                                
            time         monitor       Total Cou     angles*1000                
  0.56610000E+04  0.10000000E+05  0.38900000E+03  0.57846008E+05                
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
    1024                                                                        
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       0       0       0       0
       0       0       0       1       0       0       1       0       0       0
       1       1       2       1       0       0       1       0       1       0
       0       0       0       0       0       0       0       0       0       0
       1       1       0       0       1       2       1       0       0       2
       1       0       0       1       2       1       2       1       2       0
       2       0       0       2       2       0       0       0       0       0
       0       0       0       0       1       0       0       0       0       0
       0       2       1       2       3       0       2       2       2       2
       2       2       1       1       0       1       0       0       0       0
       1       0       1       0       0       0       0       0       0       0
       0       0       1       1       0       2       1       0       4       4
       1       2       3       3       5       0       0       0       0       0
       2       0       1       1       1       0       0       0       0       0
       0       0       1       2       1       0       1       2       2       0
       1       1       2       6       2       3       2       0       1       3
       0       0       1       0       0       0       0       2       0       0
       0       0       0       0       1       1       0       1       0       1
       1       1       1       3       5       0       5       2       0       1
       1       2       0       0       1       0       1       1       0       1
       0       0       0       0       0       0       0       1       0       2
       2       0       1       1       1       3       4       7       1       2
       1       3       1       2       0       1       0       0       0       0
       0       1       0       0       0       0       0       0       1       0
       0       0       0       0       2       1       0       4       1       1
       2       1       2       0       0       1       1       0       0       1
       0       0       0       1       0       0       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       1       0       2       1       1       0       1       0       1       0
       0       0       0       0       0       0       0       0       0       0
       0       0       1       0       0       0       1       0       0       0
       0       0       0       1       0       0       0       0       0       0
       0       1       0       0       0       0       1       0       0       0
       0       0       0       0       1       1       1       0       0       1
       0       0       2       0       0       0       1       1       0       0
       0       1       0       0       1       1       0       1       0       1
       0       0       0       0       1       0       0       1       0       0
       0       0       0       1       1       0       0       0       0       0
       0       0       1       1       0       0       0       0       1       0
       1       1       0       0       0       0       0       0       0       0
       0       0       1       0       1       0       0       0       0       0
       0       1       0       1       0       0       0       0       0       0
       0       1       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       1       0       1       0
