RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
  067726       0       4                                                        
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      80       1                                                                
Inst User L.C.   Date     Time                                                  
D10 GordonGJMc06-Nov-00 15:57:02                                                
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      80       1                                                                
Title                                                                   Scantype
metatorbernite #5                                                       omega   
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
      31       4                                                                
   nvers   ntype   kctrl   manip   nbang   nkmes  npdone   jcode   ipara   ianal
   imode    itgv  iregul   ivolt    naxe npstart  ilast1     isa  flgkif      ih
      ik   nbsqs (spare)  nbdata icdesc1 icdesc2 icdesc3 icdesc4 icdesc5 icdesc6
 icdesc7                                                                        
       0       0       0       0       1       0       0       0       0       0
       0       0       2       0       0       1       0       0       1       0
       0       0       0       0                                                
SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
      16      14      30   67726       0       1                                
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
       4       1                                                                
            time         monitor       Total Cou     angles*1000                
  0.57040000E+04  0.10000000E+05  0.36100000E+03  0.59237000E+05                
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
    1024                                                                        
       1       0       0       0       0       0       0       0       1       0
       0       0       0       0       1       0       0       0       0       1
       0       0       0       0       0       1       0       1       0       0
       0       0       0       0       0       1       0       0       0       1
       0       0       0       0       1       2       0       0       0       1
       0       0       1       2       0       1       1       0       0       0
       0       0       0       1       0       0       0       1       1       0
       0       2       0       1       1       0       2       1       3       1
       0       1       2       0       1       0       0       1       0       1
       0       0       0       0       0       0       1       0       2       0
       0       0       1       2       1       1       1       1       0       2
       3       2       0       0       1       1       2       0       1       0
       0       1       0       0       1       1       0       0       0       0
       1       1       0       0       2       0       3       0       0       1
       1       0       3       1       1       0       1       0       0       0
       0       1       1       0       0       1       0       0       0       0
       1       0       1       0       1       1       0       0       0       2
       1       2       0       3       2       0       3       2       1       2
       0       1       2       0       0       0       0       1       0       0
       0       0       0       1       1       0       0       1       0       2
       3       0       1       0       2       1       1       2       1       1
       1       0       0       0       0       1       0       0       2       0
       0       0       0       0       0       0       1       0       0       1
       1       0       1       0       0       0       1       0       2       1
       0       0       0       0       1       0       0       0       0       0
       0       0       1       0       0       0       0       0       1       0
       1       0       0       0       0       0       0       1       0       5
       0       0       0       1       0       0       0       0       0       0
       0       0       0       1       0       0       0       0       1       0
       0       1       0       0       2       0       0       1       0       0
       1       0       0       0       1       1       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       0       1       0       0       1       0       0       0       0
       0       0       0       1       0       2       0       0       1       0
       0       0       0       1       0       0       0       0       0       0
       1       0       0       0       1       0       0       1       0       0
       0       1       1       0       0       0       0       0       1       0
       0       0       2       2       0       1       0       0       0       0
       0       0       0       0       0       0       1       0       0       1
       0       0       0       1       1       0       0       0       0       0
       0       0       0       0       0       0       1       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       1       1       0       0       0       1       0       0       0
       1       1       0       0       0       0       0       0       0       0
       0       1       0       0       0       0       0       0       0       0
       0       1       0       0       2       0       0       0       0       1
       0       0       1       0       0       0       0       1       0       0
       0       0       0       0       1       1       1       1       0       0
       1       0       0       0       1       0       0       0       0       0
       0       1       0       0       0       3       1       0       1       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       1       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       1       0       0       0       0       0       0       0
       1       0       0       0       0       0       0       0       0       1
       0       0       0       0       0       0       0       0       0       0
       0       1       0       1       0       0       0       0       1       0
       0       1       1       0       0       0       0       0       0       1
       0       0       0       1       0       0       0       0       0       0
       0       0       0       1       0       0       0       0       1       0
       0       0       0       0       0       1       0       0       1       0
       0       0       0       0       0       0       0       0       0       0
       0       0       1       0       1       0       0       1       0       0
       3       2       0       0       0       1       0       0       0       0
       0       0       0       1       0       0       0       2       0       0
       0       0       1       0       1       0       1       0       0       1
       0       1       0       0       0       1       1       0       0       1
       0       1       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       1       1       0       0
       2       0       0       0       1       0       0       0       0       0
       0       0       1       0       0       0       0       1       1       0
       1       0       0       1       0       0       0       0       1       0
       1       0       0       0       0       0       0       0       1       0
       1       2       1       0       0       0       0       0       0       0
       0       0       3       0       0       0       0       0       0       1
       2       0       0       0       0       1       0       1       0       0
       0       1       0       0       0       0       0       0       0       1
       0       0       0       0       0       0       0       0       0       0
       1       1       0       0       0       0       0       0       0       1
       1       0       0       1       1       0       0       0       1       0
       2       0       0       0       0       1       2       0       0       0
       0       0       0       0       0       1       0       1       1       0
       1       2       0       2       1       1       0       2       1       0
       0       0       0       0       0       0       0       0       0       1
       0       0       0       0       0       0       0       1       0       1
       1       0       1       2       3       0       1       0       0       1
       1       1       0       1       1       0       0       0       0       0
       0       0       0       1       0       0       0       1       0       2
       1       0       0       0       2       0       0       0       1       0
       0       0       1       0       0       1       1       0       0       0
       0       0       0       0       1       0       0       0       0       0
       0       1       0       0       0       1       2       0       0       0
       0       0       1       1       1       1       0       0       0       1
       0       1       0       0       0       1       0       0       0       0
       0       0       0       0       0       0       0       0       1       0
       0       0       0       0       0       0       0       2       1       0
       0       0       0       0       0       0       0       0       1       1
       0       0       1       1       1       3       2       1       1       2
       0       0       1       0       1       0       1       0       0       1
       1       0       0       0       0       0       1       0       1       2
       0       1       1       2                                                
SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
      17      13      30   67726       0       1                                
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
       4       1                                                                
            time         monitor       Total Cou     angles*1000                
  0.56750000E+04  0.10000000E+05  0.35000000E+03  0.59701996E+05                
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
    1024                                                                        
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       1       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       1
       1       1       1       0       0       0       0       0       0       0
       1       0       0       1       0       1       0       0       0       0
       0       1       1       0       0       0       0       0       1       2
       0       0       0       0       1       2       1       0       1       0
       1       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       1       0
       0       0       0       2       1       0       1       0       1       1
       1       0       1       2       1       0       1       0       0       0
       0       0       1       0       0       0       0       0       1       0
       0       1       0       1       1       1       2       0       1       2
       3       1       1       1       1       0       0       0       2       1
       0       0       1       0       1       1       0       0       0       0
       1       0       0       1       1       0       2       0       1       1
       1       0       0       4       2       0       1       0       0       0
       1       0       0       0       0       0       1       0       0       0
       0       0       0       0       0       1       0       0       2       3
       1       0       0       2       1       3       2       1       3       0
       0       0       0       0       0       1       0       0       0       0
       0       0       1       0       0       0       0       0       0       1
       1       0       0       0       2       0       2       1       1       1
       2       2       0       0       0       0       1       0       0       0
       0       1       0       0       0       0       0       0       0       0
       0       1       0       0       0       0       0       1       0       3
       1       1       0       0       1       0       0       0       0       1
       0       2       0       1       0       0       0       0       0       1
       1       1       1       0       0       0       1       0       0       0
       0       1       0       0       0       0       1       1       1       0
       0       0       0       2       0       0       0       1       0       0
       0       0       0       0       0       0       1       0       0       0
       0       0       0       1       1       0       0       0       0       0
       1       0       0       0       1       0       0       0       0       0
       0       0       0       0       0       0       0       1       0       2
       0       1       0       0       0       0       1       1       1       1
       1       0       0       0       0       0       0       0       0       1
       0       0       0       0       1       0       0       0       0       0
       0       0       1       0       0       0       0       1       0       0
       0       0       0       0       0       0       1       0       0       2
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       1       0
       0       0       0       0       0       0       0       0       0       0
       1       2       0       0       0       1       0       0       0       0
       0       1       0       1       0       0       0       2       1       0
       0       0       0       1       0       2       0       0       0       1
       0       0       0       0       1       0       0       0       0       0
       0       1       1       0       0       0       0       0       0       1
       0       0       0       1       0       0       0       0       0       1
       0       0       1       1       0       1       0       0       0       0
       0       0       0       0       0       0       0       1       1       0
       2       0       0       0       2       1       0       0       0       0
       1       0       0       1       0       0       0       0       1       2
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       1       0
       0       1       1       0       0       0       0       0       1       0
       0       0       0       0       0       0       0       0       1       0
       0       0       1       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       1       0       0
       0       1       0       1       0       0       0       0       0       0
       0       0       1       0       1       0       1       0       0       0
       0       0       0       1       0       1       0       1       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       1       0       2       1       0       1       2
       1       2       0       1       0       0       0       0       1       0
       1       1       0       0       0       1       1       0       1       0
       0       0       0       0       0       0       1       0       0       0
       1       0       0       1       1       0       1       0       1       0
       0       0       0       0       0       0       0       0       1       0
       0       0       0       0       0       1       0       0       0       1
       0       1       0       2       0       1       2       0       0       0
       0       0       1       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       1       0
       0       1       0       0       1       0       0       1       2       1
       1       1       0       1       1       0       0       0       0       0
       0       1       0       0       0       0       0       0       0       0
       1       0       0       0       0       0       0       1       1       0
       1       0       2       1       1       1       0       0       2       0
       0       0       1       3       0       1       0       0       0       0
       0       0       0       0       0       0       0       1       0       0
       1       2       1       6       1       2       2       0       1       0
       0       0       0       0       0       0       0       1       1       0
       0       0       0       1       0       0       0       0       0       0
       0       0       1       2       1       0       0       1       0       0
       1       0       0       0       0       0       0       0       0       0
       0       1       0       0       0       0       0       0       0       2
       1       0       2       0       1       0       2       0       0       1
       1       2       2       0       0       0       0       0       0       0
       0       0       1       0       0       0       0       1       0       1
       0       0       0       0       0       0       0       0       0       1
       0       0       0       0       0       0       1       0       0       0
       1       0       2       0       0       0       0       0       0       0
       1       0       0       0       0       2       1       0       1       2
       1       0       1       1       0       0       1       0       0       0
       0       0       0       1       0       0       1       0       0       0
       2       1       1       2       1       2       0       0       0       0
       1       0       0       0       0       1       0       0       0       0
       0       0       0       0       2       0       1       0       0       0
       0       0       0       1       0       0       0       0       1       0
       0       1       1       0       0       0       1       0       0       0
       0       0       2       0       0       0       0       0       1       0
       1       0       0       0                                                
SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
      18      12      30   67726       0       1                                
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
       4       1                                                                
            time         monitor       Total Cou     angles*1000                
  0.56460000E+04  0.10000000E+05  0.33200000E+03  0.60167008E+05                
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
    1024                                                                        
       0       0       0       0       0       0       1       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       0       0       0       0
       0       0       1       0       0       0       1       0       1       1
       0       0       0       0       0       0       0       0       0       2
       0       0       0       0       0       1       0       0       0       0
       0       1       1       0       0       0       1       1       0       2
       0       1       0       1       1       1       1       0       0       1
       0       1       1       0       0       0       0       0       1       0
       0       0       1       0       1       0       0       0       1       0
       1       0       1       2       1       1       0       3       3       3
       1       1       2       0       2       0       3       1       0       1
       1       0       0       0       0       0       0       0       0       0
       0       1       0       0       2       0       2       0       1       1
       0       2       1       0       0       1       0       1       1       2
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       0       1       0       1
       0       1       1       0       0       1       1       2       0       0
       1       0       0       1       0       0       1       0       0       0
       0       0       1       0       0       1       2       0       0       0
       0       1       2       0       1       0       1       1       0       0
       0       1       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       1       0       0       1
       0       0       1       0       2       0       0       0       0       1
       1       0       0       0       1       0       0       1       0       0
       0       1       1       0       0       0       0       0       0       0
       0       0       0       2       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       1       0       0       0       0       0       0
       0       0       0       0       1       0       1       0       0       0
       0       0       0       0       1       0       0       0       0       0
       0       0       0       0       0       0       1       1       0       1
       0       1       2       1       1       0       0       0       0       0
       0       0       0       1       0       0       0       1       0       0
       0       0       0       1       1       0       0       0       0       1
       0       0       0       0       0       0       1       0       0       0
       1       1       0       0       0       0       0       2       0       0
       0       0       0       0       0       0       1       0       0       0
       0       1       0       0       0       1       1       0       0       0
       0       1       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       1       0       1
       1       0       1       0       1       0       0       0       0       0
       0       0       1       0       0       0       0       0       0       0
       1       1       0       0       0       0       0       0       0       0
       0       1       0       0       0       0       0       0       0       0
       0       0       1       0       1       1       0       0       0       0
       0       1       0       0       0       2       1       0       1       0
       0       0       0       0       0       0       0       1       1       0
       0       0       1       0       0       1       1       0       0       0
       0       0       0       0       0       1       1       1       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       1       0       0       0       0       0       1       0
       0       0       0       0       0       0       0       1       0       1
       0       2       1       0       0       0       0       0       1       0
       0       0       0       0       0       0       1       0       1       1
       0       0       0       0       0       0       0       0       2       0
       0       0       0       0       0       0       0       0       0       1
       0       0       1       0       0       0       0       0       0       0
       1       0       0       0       0       0       0       0       0       0
       1       1       1       1       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       1
       0       1       0       0       0       0       0       0       0       0
       0       0       0       1       0       0       0       1       0       0
       0       0       0       0       0       0       1       0       0       2
       1       0       0       1       0       1       1       1       0       0
       0       0       0       0       0       0       0       0       0       1
       0       2       0       1       0       0       1       0       0       0
       0       0       0       0       0       1       0       0       0       1
       0       0       0       0       0       0       0       0       1       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       1       0       0
       0       0       1       1       1       1       0       0       2       0
       2       2       0       0       0       0       1       2       0       0
       0       0       1       0       0       0       0       0       0       0
       2       0       0       0       0       0       0       2       1       1
       1       0       1       1       0       2       2       0       0       0
       0       1       0       0       0       0       0       0       0       0
       0       0       1       0       0       0       0       0       0       0
       1       2       3       2       3       1       1       0       1       0
       1       0       0       0       1       0       0       1       0       0
       0       0       0       0       0       0       0       1       0       2
       0       0       0       1       1       1       3       1       1       2
       0       1       0       1       0       0       0       0       1       0
       0       0       0       0       0       1       1       1       0       0
       0       0       0       0       1       1       1       0       2       0
       0       0       0       0       0       0       1       0       1       0
       0       0       0       0       0       0       0       1       0       0
       0       0       1       0       0       1       0       1       0       0
       0       0       0       0       0       0       0       0       0       2
       1       1       0       0       0       1       0       0       0       0
       0       1       1       0       0       1       0       1       0       0
       0       0       0       0       1       0       0       0       1       0
       0       0       0       0       0       1       0       0       0       0
       1       2       0       0       0       2       0       2       0       1
       0       0       1       0       0       0       0       1       0       1
       0       0       1       0       1       1       0       0       1       1
       0       0       2       2       0       2       0       2       1       1
       0       1       0       0       2       0       1       0       1       1
       2       2       1       1       0       0       2       1       0       0
       2       2       0       0                                                
SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
      19      11      30   67726       0       1                                
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
       4       1                                                                
            time         monitor       Total Cou     angles*1000                
  0.56860000E+04  0.10000000E+05  0.28800000E+03  0.60630004E+05                
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
    1024                                                                        
       0       0       1       0       0       1       0       0       0       0
       0       0       0       0       0       1       0       0       0       1
       0       0       0       0       0       0       0       1       0       0
       0       0       0       1       0       1       0       0       1       0
       0       0       0       0       0       1       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       0       0       0       0
       2       0       0       0       0       0       1       0       2       0
       0       0       0       0       0       0       0       0       0       0
       0       1       0       0       0       0       0       0       1       0
       0       1       0       1       1       1       3       1       0       0
       1       0       0       1       0       0       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       1       0       0       0       0       1       0       2       1       0
       2       0       1       0       2       0       0       0       0       0
       0       0       1       0       0       0       1       0       0       0
       0       0       0       1       0       1       0       2       0       4
       4       1       2       0       0       0       1       0       1       2
       1       1       1       0       0       0       0       0       0       0
       1       0       1       0       0       0       0       0       0       0
       1       0       0       0       2       0       1       0       0       0
       0       0       1       0       0       1       0       0       0       0
       1       0       0       0       0       0       0       0       0       0
       0       1       0       0       2       0       1       0       0       1
       0       1       1       1       0       0       0       0       0       0
       0       1       0       0       0       0       0       0       1       0
       0       0       0       0       2       0       0       1       0       0
       0       0       0       0       0       0       1       0       0       0
       0       2       0       0       0       1       0       0       0       0
       0       0       0       0       0       0       0       0       1       0
       0       0       0       0       1       1       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       0       0       0       0
       0       0       0       0       1       0       0       0       1       1
       1       0       0       0       0       0       1       1       0       0
       0       0       0       1       2       0       0       0       0       0
       0       0       1       0       0       0       1       0       1       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       1       0       0
       0       0       1       1       0       0       1       0       1       1
       0       0       1       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       1       0       1
       0       0       0       0       0       0       0       1       0       0
       0       1       0       0       0       0       1       0       0       1
       0       0       0       0       0       0       0       0       0       0
       0       1       0       0       1       0       0       1       0       1
       0       1       0       0       0       0       2       1       0       0
       0       0       0       0       1       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       2
       1       0       0       0       0       0       0       0       0       0
       0       0       0       1       0       1       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       1       1       0       0       1       0       2       0       0
       0       0       0       0       0       0       0       0       0       0
       1       1       0       0       0       0       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       1       0       0       0       0       0       0       0       0       1
       0       0       0       1       1       0       0       1       1       0
       0       1       0       2       0       0       2       0       0       1
       0       0       0       0       0       0       0       0       0       0
       1       0       0       0       1       0       0       0       0       0
       0       1       0       0       1       0       0       0       0       1
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       2       0       0       0       1       0
       0       0       0       0       0       0       0       0       0       0
       1       0       0       0       1       0       0       0       0       0
       0       0       0       0       2       0       0       0       1       0
       0       0       0       0       0       0       0       1       0       0
       0       0       1       0       0       0       0       0       1       1
       2       0       0       0       0       0       2       0       0       1
       0       0       2       0       0       0       0       1       1       1
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       1       2       1       1       0       1       1       1       2
       0       1       0       1       0       1       0       1       0       0
       0       0       0       1       0       0       0       0       0       1
       0       0       0       0       0       0       0       0       1       0
       3       1       1       1       1       0       1       2       0       0
       0       0       0       1       0       1       0       0       0       0
       0       1       0       1       0       1       0       0       1       0
       0       0       1       5       3       1       3       0       0       0
       0       0       0       0       0       0       0       0       1       0
       0       0       0       0       0       0       1       0       1       1
       0       0       1       2       0       2       2       0       0       2
       0       1       1       0       0       0       1       1       0       0
       1       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       0       1       0       1       1
       1       0       1       1       0       0       0       1       0       0
       0       1       0       0       0       0       0       0       0       2
       0       0       0       0       0       1       0       0       0       0
       0       1       0       0       1       0       0       0       0       0
       0       0       0       1       1       0       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       0       0       0       0       0       1       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       1       0       1       1       0       0       0       0       1
       1       1       0       0       0       0       0       0       1       1
       0       0       1       0       0       1       1       0       1       0
       0       0       1       0       0       0       1       0       2       0
       0       0       1       1       0       0       0       0       2       0
       0       1       0       0       0       0       1       0       0       0
       1       1       1       0                                                
SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
      20      10      30   67726       0       1                                
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
       4       1                                                                
            time         monitor       Total Cou     angles*1000                
  0.56910000E+04  0.10000000E+05  0.29000000E+03  0.61093004E+05                
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
    1024                                                                        
       0       0       0       0       0       0       0       0       0       0
       1       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       1       0       0       1       0
       0       1       0       0       1       1       0       0       0       0
       0       1       0       0       1       0       0       0       0       1
       0       0       0       0       1       1       3       0       3       0
       0       0       1       0       2       1       1       0       0       0
       0       0       1       1       0       1       0       0       0       1
       0       1       0       0       0       0       0       0       0       0
       2       0       1       1       1       0       2       0       1       0
       0       1       1       0       0       0       0       1       0       0
       0       0       2       1       1       0       0       0       0       0
       2       1       1       1       0       0       0       2       1       2
       1       1       0       0       0       2       0       0       0       0
       0       1       0       0       0       0       1       1       0       0
       0       0       0       0       0       1       0       1       1       0
       0       0       1       0       0       0       2       0       0       0
       0       0       0       0       1       0       0       0       0       0
       0       0       0       0       0       1       0       0       1       1
       0       0       1       0       1       1       0       0       0       0
       0       0       0       0       0       0       2       1       0       2
       0       0       0       0       0       0       0       1       0       0
       0       0       0       1       1       0       0       0       1       0
       2       1       1       1       0       1       0       1       1       0
       0       0       0       0       0       0       0       0       2       1
       0       0       1       0       1       1       0       0       1       0
       1       1       0       0       1       0       1       0       0       0
       1       1       0       1       0       0       0       0       1       1
       0       0       0       0       0       0       1       1       0       0
       0       1       0       0       0       0       1       0       0       0
       0       0       0       0       1       0       0       0       0       0
       0       0       0       1       0       1       0       0       0       1
       0       0       0       1       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       1       0       1       0       0       0       0
       0       0       1       0       0       0       0       0       0       0
       1       0       0       0       1       0       0       0       1       1
       1       0       0       0       0       0       0       0       0       0
       0       0       0       2       0       0       0       0       0       1
       0       0       1       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       1       0       0
       1       0       0       0       0       1       0       0       0       0
       1       1       0       0       0       0       0       0       0       0
       0       1       1       0       0       0       0       0       0       0
       2       0       0       0       1       0       0       1       0       0
       0       0       0       0       1       0       0       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       0       0       1       1       0       0       1       0       0
       0       0       0       0       0       0       0       0       1       0
       0       0       0       1       0       0       0       0       0       0
       0       0       0       0       1       0       1       2       0       0
       0       0       0       0       0       0       0       0       0       1
       0       1       0       0       0       0       0       0       1       0
       0       0       0       0       0       0       0       0       1       0
       0       0       0       0       0       0       1       0       0       1
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       1       0       0       0       1       0       0       0
       0       0       0       0       0       1       0       0       0       0
       0       0       0       0       0       0       1       0       0       0
       0       0       0       0       0       0       1       0       1       0
       0       0       0       0       0       0       0       0       1       0
       0       0       0       0       1       0       0       0       0       0
       0       0       1       0       0       0       0       0       0       0
       0       0       1       0       0       0       0       0       1       0
       0       0       0       0       0       0       1       0       0       0
       0       0       0       0       0       0       0       0       2       0
       0       0       0       0       0       0       1       0       2       0
       0       1       1       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       2       0       1       0       1       0       1       1
       0       0       0       0       0       0       1       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       1       0       1       3       0       1       0
       1       0       1       1       1       0       0       0       0       0
       0       0       2       2       0       0       0       0       0       0
       0       0       0       1       1       0       0       1       0       0
       1       0       2       1       1       0       2       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       1       1       0       0       1
       0       0       1       0       0       2       0       1       0       1
       0       0       0       0       0       0       2       0       0       0
       0       0       0       0       1       0       1       0       1       0
       2       0       2       1       3       0       1       0       0       0
       0       0       0       0       0       0       0       0       1       0
       1       0       0       0       0       2       0       0       0       1
       1       0       1       1       0       1       0       0       0       1
       1       0       1       0       0       0       1       0       0       0
       0       0       0       0       0       1       0       0       0       1
       0       0       1       0       0       2       0       0       1       1
       0       1       2       0       0       0       0       0       1       0
       0       0       2       0       0       0       0       0       1       0
       0       0       1       1       0       0       2       0       1       0
       0       1       0       0       0       0       0       0       0       0
       0       1       1       0       0       1       1       0       0       0
       2       0       0       0       0       0       0       0       0       1
       0       0       1       1       0       0       1       0       0       0
       0       0       0       0       0       2       0       0       0       0
       0       0       1       1       1       0       0       1       2       2
       1       0       0       2       1       0       2       0       2       0
